name,location,cuisines,rate,approx_cost_for_two,online_order,book_table
Refresh Bay," Rajarajeshwari Nagar, Bangalore","Fast Food, Sandwich, Healthy Food, Beverages",3.75,300,1,0
Swadh Foods," Mysore Road, Bangalore","South Indian, North Indian",3.6,300,1,0
G.H.S Nonveg," City Market, Bangalore","South Indian, Chinese",3.6,300,1,0
Tintin Da Dhaba," Marathahalli, Bangalore",North Indian,3.6,300,1,0
Sapna bakery," Bommanahalli, Bangalore",Beverages,3.6,250,1,0
Till The Last Bite," Bommasandra, Bangalore","North Indian, Chinese",3.6,300,1,0
A One Hotel," Hennur, Bangalore",Biryani,3.6,150,1,0
Kottaram," BTM, Bangalore",South Indian,3.6,300,1,0
Smack Cafe," BTM, Bangalore",Cafe,3.75,400,1,0
Chococraft," BTM, Bangalore",Bakery,3.6,400,1,0
Sri Guru Sagar Fast Food," Rajajinagar, Bangalore","South Indian, Chinese, North Indian",3.6,250,1,0
New Chickpet Donne Biryani Manne," Whitefield, Bangalore","Biryani, South Indian",3.6,300,1,0
Panchamukhi Sagar," Banaswadi, Bangalore","North Indian, South Indian, Chinese, Street Food",3.6,400,1,0
Nouvelle Garden," JP Nagar, Bangalore","North Indian, Continental, Chinese",3.6,900,1,0
Durgashree Samruddhi Grand," Magadi Road, Bangalore","Chinese, South Indian, North Indian, Ice Cream, Beverages",3.9,500,1,0
Me So Soy," Vega City, Bannerghatta Road, Bangalore","Asian, Chinese, Thai, Mughlai, Beverages, Momos",3.75,1000,1,0
Sri Sri Tattva Panchamrut," Kanakapura Road, Bangalore","North Indian, Healthy Food",3.6,500,1,0
Sri Sri Tattva Panchamrut," Kanakapura Road, Bangalore","North Indian, Healthy Food",3.6,500,1,0
Kairali Hotel," New BEL Road, Bangalore","Kerala, Chinese",3.75,300,1,0
Assi Tussi Lassi," Koramangala 6th Block, Bangalore","Beverages, Ice Cream",3.75,200,1,0
Ammana Mane Donne Biriyani," Vijay Nagar, Bangalore","Biryani, South Indian",3.55,300,1,0
Biryani Wala," Whitefield, Bangalore","Biryani, North Indian, Chinese",3.75,400,1,0
Ambur Hot Dum Biryani," Shanti Nagar, Bangalore","Biryani, North Indian, Chinese",3.8,250,1,0
Kulhad Junction," Electronic City, Bangalore","North Indian, Fast Food, Beverages",3.45,250,1,0
Hyderabadi Biryani Mahal," Electronic City, Bangalore","North Indian, Chinese, Biryani",3.7,600,1,0
Sunaina Sapice," Yeshwantpur, Bangalore","South Indian, North Indian, Chinese, Beverages",3.45,300,1,0
Guru's Rasoi," Shivajinagar, Bangalore",North Indian,3.75,300,1,0
Lassi Square," Yelahanka, Bangalore","Beverages, Ice Cream",3.95,250,1,0
Chick Blast," Banaswadi, Bangalore","Pizza, Sandwich, Wraps, Chinese, Ice Cream, Beverages",3.75,350,1,0
Dwaraka Kitchen," RT Nagar, Bangalore",Andhra,3.5,250,1,0
Fried," Kumaraswamy Layout, Bangalore","Fast Food, Momos",3.6,350,1,0
Balto Village Cafe," BTM, Bangalore","Lebanese, Juices, Beverages",3.6,350,1,0
San's Kitchen," Jalahalli, Bangalore","Biryani, South Indian",3.75,300,1,0
Aishwarya Upahar," Ulsoor, Bangalore","South Indian, Chinese",3.6,150,1,0
Aarush's Food Plaza," Banashankari, Bangalore","North Indian, Chinese",3.6,250,1,0
The Spice Pot," Electronic City, Bangalore",Chinese,3.6,400,1,0
Ek Bite," HSR, Bangalore","Fast Food, Beverages",3.75,400,1,0
The Milkshake Theory," Whitefield, Bangalore","Beverages, Desserts",3.75,400,1,0
Akshaya Sweets & Chats," Jayanagar, Bangalore","Mithai, Street Food",3.6,200,1,0
Namma Kadai," BTM, Bangalore",South Indian,3.6,150,1,0
Berry Box Cafe," Bannerghatta Road, Bangalore","Fast Food, Sandwich",3.6,300,1,0
Lazeez Fast Food," New BEL Road, Bangalore","North Indian, Chinese, Biryani, Rolls",3.6,300,1,0
Savi Sagar," Seshadripuram, Bangalore","North Indian, South Indian, Chinese, Street Food, Beverages",3.8,450,1,0
Ambari - Shivas Gateway," International Airport, Bangalore","North Indian, South Indian, Chinese",3.6,1000,1,0
Tasty Paradise," Malleshwaram, Bangalore","North Indian, Mughlai, Chinese, Beverages",3.7,550,1,0
The Social Cafe," Hesaraghatta, Bangalore","Burger, Fast Food, Lebanese, North Indian, Chinese, Beverages",3.55,600,1,0
Tycoon," OSR Hotel, Rajarajeshwari Nagar, Bangalore","Andhra, North Indian, Continental, Chinese, Beverages, Desserts",3.6,800,1,0
Millies Cookies," Phoenix Marketcity Bangalore, Whitefield, Bangalore","Desserts, Beverages, Ice Cream",3.6,300,1,0
College Street," Yeshwantpur, Bangalore","North Indian, Chinese, Bengali",3.6,300,1,0
Waffle Cream Shakes," Koramangala 7th Block, Bangalore","Desserts, Ice Cream, Beverages",3.9,400,1,0
Mayur," BTM, Bangalore","Andhra, North Indian, Chinese",3.75,500,1,0
Atithii," Sahakara Nagar, Bangalore","North Indian, Bengali",3.75,750,1,0
The London Shakes 1950," Bommasandra, Bangalore","Beverages, Fast Food",3.8,200,1,0
Punjabi's Food Corner," CV Raman Nagar, Bangalore","Chinese, North Indian",3.65,300,1,0
The Shack," Hesaraghatta, Bangalore","North Indian, Chinese, Fast Food, Beverages",3.6,550,1,0
Navrang Kabab Korner," Rajajinagar, Bangalore","North Indian, Mughlai, Chinese",3.7,500,1,0
Mama's Restaurant," Nagawara, Bangalore","North Indian, Chinese, Biryani",3.85,500,1,0
Hyderabad Darbar," Electronic City, Bangalore","Andhra, South Indian, Chinese",3.7,700,1,0
Andhra Ruchulu," Old Airport Road, Bangalore","Andhra, Biryani, Chinese, North Indian",3.65,700,1,0
Taiyvan's," RT Nagar, Bangalore","Chinese, Thai, Seafood, Malaysian",3.85,500,1,0
Ghar Ke Phulke," Whitefield, Bangalore",North Indian,3.85,300,1,0
Olive Tree," Majestic, Bangalore","North Indian, Chinese",3.6,600,1,0
The Happy Vegetarian," Rajajinagar, Bangalore","North Indian, Chinese, Mughlai, Desserts, Beverages",3.85,600,1,0
Muralikrishna," Bannerghatta Road, Bangalore","Andhra, Chinese, North Indian",3.75,700,1,0
Puma Shuffle," Indiranagar, Bangalore","North Indian, Continental, Chinese, Finger Food, Salad",3.6,1600,1,0
Puma Shuffle," Indiranagar, Bangalore","North Indian, Continental, Chinese, Finger Food, Salad",3.6,1600,1,0
Al Madina Family Restaurant," City Market, Bangalore","Arabian, North Indian, Chinese, Kerala, Desserts, Beverages, Juices",3.7,700,1,0
Bonsai," ITPL Main Road, Whitefield, Bangalore","Thai, Japanese, Malaysian",3.75,1700,1,0
Swizzle - WelcomHotel By ITC Hotels," WelcomHotel By ITC Hotels, Richmond Road, Bangalore",Finger Food,3.6,2000,1,0
La Zizone Restaurant And Cafe," Kammanahalli, Bangalore","Fast Food, Chinese, North Indian, Biryani",3.75,500,1,0
Elixir," KR Puram, Bangalore","North Indian, Chinese, Beverages, Mughlai, Desserts",3.55,900,1,0
Hello Biriyani & Curries," Electronic City, Bangalore","Biryani, Chinese, South Indian, Andhra",3.75,500,1,0
Richerspoint," KR Puram, Bangalore","Biryani, Chinese",3.35,400,1,0
Risalo Restaurant," Marathahalli, Bangalore","North Indian, Chinese, Mughlai",3.25,600,1,0
Bollywood Grill," Hotel La Classic, Bangalore",North Indian,3.6,1500,1,0
Take A Break," Shanti Nagar, Bangalore","North Indian, Chinese, Beverages",3.6,600,1,0
Desi Aahar," BTM, Bangalore","North Indian, Chinese, Seafood",3.55,400,1,0
Esfahan Restaurant," Electronic City, Bangalore","North Indian, Biryani, Mughlai, Chinese",3.65,800,1,0
Wild Range Restaurant," Kammanahalli, Bangalore","North Indian, Chinese, Mughlai, Biryani",3.7,550,1,0
Foodyz," Hennur, Bangalore","North Indian, Chinese, Seafood, Mughlai",3.7,600,1,0
The Rasoi," Seshadripuram, Bangalore","North Indian, Chinese, Hyderabadi",3.6,400,1,0
New Andhra Spice," BTM, Bangalore",Andhra,3.8,600,1,0
Sri Ganesha Upahar," Rajajinagar, Bangalore","North Indian, Fast Food, South Indian, Street Food, Beverages",3.75,600,1,0
Zafron- The Resto Cafe," Kadubeesanahalli, Bangalore","Arabian, BBQ, North Indian, Chinese, Sandwich, Biryani, Rolls, Beverages",3.6,800,1,0
Rangamati Bengali Cuisine," Whitefield, Bangalore","Bengali, North Indian, Chinese",3.45,350,1,0
Straws," BTM, Bangalore","Fast Food, Beverages",3.4000000000000004,200,1,0
Dragon's Kitchen," BTM, Bangalore",Chinese,3.6,450,1,0
Bowls And Biryani," Varthur Main Road, Whitefield, Bangalore","North Indian, Bengali, Biryani, Desserts",3.45,500,1,0
New Chickpet Donne Biriyani Mane," Whitefield, Bangalore","Biryani, Kebab",3.25,300,1,0
Heavenly Beijing," Banaswadi, Bangalore","Chinese, Thai, Beverages",3.75,700,1,0
Sadaf Restaurant," Shivajinagar, Bangalore","North Indian, Chinese, Seafood, Beverages",3.6,300,1,0
Vijay Vihar," Vijay Residency, Bangalore","South Indian, North Indian, Chinese",3.6,700,1,0
Food Paradise," KR Puram, Bangalore","Chinese, North Indian, Fast Food",3.75,350,1,0
Hotel The Emirates," BTM, Bangalore","North Indian, Chinese, Arabian, Lebanese, Kerala",3.6,600,1,0
Aramane Brundavan," Rajajinagar, Bangalore","Chinese, North Indian, South Indian, Fast Food",3.6,500,1,0
Shivaji Kshatriya Restaurant," New BEL Road, Bangalore","South Indian, Chinese",3.75,550,1,0
Akshaya Restaurant," Yelahanka, Bangalore","North Indian, Chinese",3.7,600,1,0
MM Bar & Restaurant," Shivajinagar, Bangalore","South Indian, North Indian, Chinese",3.6,700,1,0
Royal Paris," BTM, Bangalore","North Indian, Arabian, Chinese",3.7,1000,1,0
Food Republic Resto," Kumaraswamy Layout, Bangalore","North Indian, Chinese, Mughlai, Beverages",3.35,700,1,0
Swad Family Restaurant," BTM, Bangalore","North Indian, Chinese",3.8,650,1,0
Swad Family Restaurant," BTM, Bangalore","North Indian, Chinese",3.8,650,1,0
Whats Ap," Whitefield, Bangalore",Andhra,3.6,800,1,0
Taj Biriyani Paradise," Peenya, Bangalore","Biryani, North Indian",3.75,400,1,0
Donne Biriyani Mane," Sahakara Nagar, Bangalore",Biryani,3.65,300,1,0
OOttupura ," BTM, Bangalore","Kerala, South Indian",3.9,300,1,0
Kakal-Kai Ruchi," JP Nagar, Bangalore","South Indian, Chinese, Street Food, Sandwich, Beverages, Ice Cream",3.8,500,1,0
Naati Mane," Electronic City, Bangalore","South Indian, Biryani, Fast Food",3.6,250,1,0
Happy Flavours," Sarjapur Road, Bangalore","Chinese, North Indian",3.6,600,1,0
Jamshedpur Chats & Golgappa," HSR, Bangalore","Street Food, Bihari, North Indian",3.8,200,1,0
Dakshin," Wilson Garden, Bangalore",North Indian,3.65,400,1,0
New Taaza Thindi," Electronic City, Bangalore","South Indian, North Indian, Chinese",3.75,250,1,0
Cakebuy," Bannerghatta Road, Bangalore",Bakery,3.9,400,1,0
New Krishna Sagar Food Court," Jakkur, Bangalore","North Indian, South Indian, Chinese, Beverages",3.75,300,1,0
New Spice Tandoori," Basaveshwara Nagar, Bangalore","Chinese, North Indian, South Indian, Andhra",3.75,400,1,0
Parathe Wali Gali," Electronic City, Bangalore","North Indian, Chinese",3.75,250,1,0
Punjabi Corner," Bannerghatta Road, Bangalore","North Indian, Chinese, Mughlai",3.75,350,1,0
Siddhi's Little Green," JP Nagar, Bangalore","Fast Food, Chinese, Salad",3.75,450,1,0
Chakh Le India," Brookefield, Bangalore",North Indian,3.75,300,1,0
Atithi," Global Village, Mysore Road, Bangalore","North Indian, Chinese",3.65,300,1,0
Lulu Bakery & Sweets," Bommanahalli, Bangalore","Bakery, Mithai, Beverages, Fast Food",3.05,300,1,0
RB Food Point," Bommasandra, Bangalore","North Indian, Chinese, Momos",3.55,400,1,0
Shiv Sai Hotel," Bannerghatta Road, Bangalore","North Indian, Chinese, South Indian",3.4000000000000004,400,1,0
Kannadigas Karavali," Banashankari, Bangalore","Mangalorean, South Indian, Chinese, Seafood",3.75,500,1,0
Mind Fresh," Yelahanka, Bangalore","Fast Food, Burger, Beverages",3.6,200,1,0
Masaledaar Restaurant," Jayanagar, Bangalore","North Indian, Chinese, Beverages",3.6,500,1,0
Punjabi Masala," Rajarajeshwari Nagar, Bangalore","North Indian, Chinese, Rajasthani, Desserts, Beverages",3.75,550,1,0
Strada Kitchen and Bar - Southend By TGI," Bommasandra, Bangalore","Chinese, North Indian",3.75,850,1,0
New Tandoor," CV Raman Nagar, Bangalore","North Indian, Chinese, Mughlai, Rolls, Biryani, Seafood",3.75,600,1,0
The Indians Restro," Rammurthy Nagar, Bangalore","Chinese, North Indian, Kebab, Mughlai",3.75,500,1,0
Udupi Kai Ruchi," Nagarbhavi, Bangalore","North Indian, South Indian, Chinese, Street Food, Fast Food, Ice Cream, Desserts, Beverages",3.8,500,1,0
New Selfie Restaurant," Jalahalli, Bangalore","North Indian, Chinese, Fast Food, Beverages, Desserts, Mughlai",3.8,600,1,0
La Tomatillo," Domlur, Bangalore","North Indian, Chinese, Continental, Fast Food, Pizza, Pasta",3.6,600,1,0
Ayodhya Sagar," Basaveshwara Nagar, Bangalore","South Indian, North Indian, Chinese, Street Food, Desserts, Beverages",3.85,300,1,0
Western Terrain Coffee Roasters," Hesaraghatta, Bangalore","Fast Food, Beverages, Desserts",3.75,600,1,0
M.M.A Kabab Rolls And Biryani Center," Brookefield, Bangalore","North Indian, Mughlai, Chinese, Kebab, Rolls, Seafood, Arabian, Biryani",3.6,500,1,0
Mamma Rotti Family Restaurant," Hesaraghatta, Bangalore","North Indian, Chinese, Biryani, Mughlai",3.85,500,1,0
Mamma Rotti Family Restaurant," Hesaraghatta, Bangalore","North Indian, Chinese, Biryani, Mughlai",3.85,500,1,0
New Krishna Sagar," Rammurthy Nagar, Bangalore","South Indian, North Indian, Street Food, Beverages, Chinese",3.7,400,1,0
Cafe Blanca House," BTM, Bangalore","Pizza, Fast Food, Chinese, Beverages",3.65,350,1,0
Olia - We Preserve Your Taste," HSR, Bangalore","Odia, Chinese, Street Food, Sandwich, Rolls, Beverages",3.8,400,1,0
Shaan E Punjab," HSR, Bangalore","North Indian, Mughlai, Biryani",3.45,500,1,0
Malabar Hut Restaurant," Kalyan Nagar, Bangalore","South Indian, Biryani",3.95,250,1,0
T4 Chai," Marathahalli, Bangalore","Street Food, Fast Food, Beverages, Sandwich",3.7,300,1,0
Naati Park," Banashankari, Bangalore","North Indian, Chinese, BBQ, South Indian",3.65,500,1,0
Brickizza Woodfire Pizza," Sarjapur Road, Bangalore","Fast Food, Pizza",3.5,500,1,0
Fryday," Koramangala 3rd Block, Bangalore","Chinese, Fast Food, Beverages, Sandwich, Burger, Rolls, Lebanese",3.65,500,1,0
Sri Venkateshwara Nellore Mess," Whitefield, Bangalore","South Indian, Biryani",3.7,300,1,0
New Nisarga Nati Style Hotel," Peenya, Bangalore","South Indian, Biryani, North Indian",3.65,400,1,0
Rice Noodles," BTM, Bangalore","Chinese, Fast Food, Burger, Continental, Italian",3.7,250,1,0
Ustad Hotel," Kengeri, Bangalore","Fast Food, Chinese, South Indian",3.7,300,1,0
Krazy Bites," Marathahalli, Bangalore","South Indian, North Indian",3.3,350,1,0
Ruchikar Family Restaurant," Vijay Nagar, Bangalore","Chinese, North Indian, Mughlai",3.75,450,1,0
Aha Ruchi," HSR, Bangalore","South Indian, Seafood, Kerala",3.7,450,1,0
French Cream," Kumaraswamy Layout, Bangalore","Burger, Sandwich, Fast Food, Desserts, Ice Cream, Beverages",3.7,300,1,0
Balochi Biryani House," Marathahalli, Bangalore","Biryani, Chinese, Fast Food",3.7,200,1,0
Thoogudeepa Donne Biriyani Mane," Rajarajeshwari Nagar, Bangalore","Biryani, South Indian",3.95,500,1,0
Swa Shakthi Kitchen- Naatti Ruchi," Jalahalli, Bangalore","Chinese, North Indian, Mughlai",3.7,350,1,0
E2P Pizza Burger," Kengeri, Bangalore","Pizza, Fast Food, Ice Cream, Desserts",3.6,500,1,0
Sri Krishna Juice & Chaats," Ulsoor, Bangalore","Beverages, Fast Food",3.5,200,1,0
Sizzling Noodle House," Banashankari, Bangalore","Chinese, Thai, Beverages",3.7,700,1,0
The Cake Wonder Cafe," Hebbal, Bangalore","Bakery, Fast Food, Desserts, Beverages",3.7,500,1,0
Tea Hut," HSR, Bangalore","Fast Food, Chinese, North Indian, South Indian, Beverages",3.7,400,1,0
The Spicy Aroma," Electronic City, Bangalore","South Indian, North Indian",3.65,600,1,0
Mcleans Italian Pizzeria," Peenya, Bangalore","Fast Food, Pizza, Burger",3.75,400,1,0
Streetology," Sarjapur Road, Bangalore","Street Food, Fast Food, North Indian",3.65,300,1,0
MOMO Singh," Whitefield, Bangalore","Chinese, Bengali, Biryani, North Indian, Seafood, Momos, Wraps, Rolls",3.35,300,1,0
Harvi's Creamistry," Kadubeesanahalli, Bangalore",Beverages,3.5,300,1,0
Merak-JW Marriott Hotel," JW Marriott Bengaluru, Lavelle Road, Bangalore","Asian, Continental",3.5,1200,1,0
M-Aura Cafe Kitchen & More," BTM, Bangalore","Biryani, North Indian, Chinese, Fast Food, Street Food",3.4,400,1,0
Kadamba Veg," Mysore Road, Bangalore","South Indian, North Indian, Chinese",3.5,400,1,0
Hotel Elite Restaurant," Hesaraghatta, Bangalore","North Indian, Mughlai, Chinese, Mangalorean",3.8,750,1,0
Al Fazal Biryani House," Bommanahalli, Bangalore","Biryani, North Indian, Mughlai, Chinese",3.7,550,1,0
Octa Food," Banashankari, Bangalore","South Indian, Biryani, North Indian, Chinese",3.7,300,1,0
Royal Orchid Central," Royal Orchid Central, MG Road, Bangalore","Continental, North Indian, Fast Food, Desserts, Beverages",3.5,1600,1,0
Tummies Corner," Rajarajeshwari Nagar, Bangalore","North Indian, Chinese, Rolls, Biryani",3.5,400,1,0
Raidan Mandhi Biriyani," RT Nagar, Bangalore","North Indian, Chinese, Arabian, Lebanese",3.7,500,1,0
Ruh," Bellandur, Bangalore","North Indian, Mediterranean, Continental, Beverages",3.4,1600,1,0
Nisarga Garden," Basavanagudi, Bangalore","South Indian, Chinese, North Indian, Biryani, Desserts, Ice Cream, Juices, Beverages",3.85,700,1,0
Natural Mumbai Kulfi," Rammurthy Nagar, Bangalore","Desserts, Ice Cream",3.8,150,1,0
Combos Jumbos Mumbos," Yeshwantpur, Bangalore","Fast Food, Rolls, Momos",3.3,200,1,0
Sunrise Bar & Restaurants," Peenya, Bangalore","Andhra, North Indian, Kebab, Chinese, Fast Food, Seafood, Desserts, Beverages",3.5,700,1,0
Tikka Kebab," Bommanahalli, Bangalore","Kebab, North Indian, Chinese, Seafood, Biryani",3.65,700,1,0
Banashankari Donne Biryani," Basavanagudi, Bangalore","Biryani, South Indian",3.55,300,1,0
Cafe Salata," Vijay Nagar, Bangalore","Salad, Fast Food, Continental, Beverages",3.7,400,1,0
Mini Samrat," Vasanth Nagar, Bangalore","South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages",3.7,350,1,0
Ocean Sea Food Resto," Rammurthy Nagar, Bangalore",Seafood,3.7,200,1,0
Kritoo's Kicchana Adda," Bellandur, Bangalore","Biryani, North Indian, Chinese",3.3,450,1,0
Laziz Pizza," Whitefield, Bangalore","Fast Food, Pizza, Chinese",3.65,500,1,0
Prince Snacks And Chats Centre," Hesaraghatta, Bangalore","Street Food, Beverages",3.5,200,1,0
Baba Ganoush Cafe," Bommasandra, Bangalore","Fast Food, Turkish, Wraps, Pizza, Arabian, Lebanese, Beverages",3.75,550,1,0
Kaapi Kendra," Nagarbhavi, Bangalore",South Indian,3.5,100,1,0
Restorite," Hesaraghatta, Bangalore","Chinese, Kerala",3.5,300,1,0
Cycle Gap Resto Bar & Pub," Nagarbhavi, Bangalore","North Indian, Chinese, Lebanese, Rolls, Beverages",3.5,950,1,0
7 Star Dum Biryani," Rammurthy Nagar, Bangalore","Biryani, Chinese",3.75,350,1,0
The Rendezvous," Koramangala 4th Block, Bangalore","Continental, Steak, Seafood, Italian",3.6,800,1,0
Udupi Grand Veg," Whitefield, Bangalore","South Indian, North Indian, Chinese, Biryani",3.4,300,1,0
Udupi Grand Veg," Whitefield, Bangalore","South Indian, North Indian, Chinese, Biryani",3.4,300,1,0
Royal Darbar Family Restaurant," Yelahanka, Bangalore","North Indian, Chinese, Biryani",3.75,300,1,0
New Naidu Hotel," KR Puram, Bangalore","North Indian, Mughlai",3.5,450,1,0
Sri Krishna Sweets," Basavanagudi, Bangalore",Mithai,3.4,200,1,0
Uttar Karnataka Foods," Malleshwaram, Bangalore",South Indian,3.7,100,1,0
Nisarga," Vijay Nagar, Bangalore","Andhra, North Indian, Chinese, Chettinad, Seafood",3.85,600,1,0
South Parade - Olde Bangalore," Olde Bangalore, Bangalore","Chinese, Asian, Continental, North Indian",3.5,1600,1,0
Halli Mane Donne Biriyani Nati Style," Vijay Nagar, Bangalore","Biryani, South Indian, Chinese",3.6,400,1,0
Paris Restaurant," Yeshwantpur, Bangalore","North Indian, Chinese, Biryani, Seafood, Mughlai",3.7,500,1,0
Copper + Cloves @ The Organic World," Indiranagar, Bangalore","Cafe, Healthy Food, Desserts, Beverages",3.5,1000,1,0
Wow Manglore Multi Cuisine Restaurant," Bommasandra, Bangalore","Fast Food, South Indian, Mangalorean, North Indian",3.45,300,1,0
Udupi Vaibhav," Sahakara Nagar, Bangalore","South Indian, North Indian, Chinese, Beverages, Street Food, Ice Cream",3.8,400,1,0
Deccan Spices," Richmond Road, Bangalore","North Indian, Chinese, Biryani, Lebanese",3.5,500,1,0
Tasty Munch," Rajajinagar, Bangalore","Fast Food, Sandwich, Pizza, Chinese, Beverages",3.7,400,1,0
Patiala Tandoor," Rammurthy Nagar, Bangalore",North Indian,3.65,400,1,0
7th Heaven," Yelahanka, Bangalore","Bakery, Fast Food, Beverages, Desserts",3.95,400,1,0
Gowdru Siri Mane Donne Biryani," Peenya, Bangalore","Biryani, South Indian",3.45,300,1,0
Sree Ganesh Juice Center," Indiranagar, Bangalore","Beverages, Juices",3.75,100,1,0
Sri Ranga Military Hotel," RT Nagar, Bangalore","North Indian, South Indian",3.7,250,1,0
Chicken Carnival," Jalahalli, Bangalore","North Indian, Chinese, Rolls, Mughlai",3.65,550,1,0
Uphara Kendra," Basavanagudi, Bangalore",South Indian,3.5,150,1,0
Kaapi Kendra," Jayanagar, Bangalore","Fast Food, Beverages",3.7,150,1,0
Bismillah Kabab Center," HBR Layout, Bangalore","Kebab, Fast Food",3.7,200,1,0
Ghaas Phoos 1.0," Brookefield, Bangalore","North Indian, Fast Food, Street Food, Desserts, Beverages",3.5,400,1,0
Tea Bites Cafe," Marathahalli, Bangalore","Chinese, Momos, Sandwich, Fast Food, North Indian, Beverages",3.7,250,1,0
Cafe Bliss," Varthur Main Road, Whitefield, Bangalore","Cafe, Fast Food, Beverages",3.4,500,1,0
The Lounge - The Chancery Pavilion," The Chancery Pavilion, Residency Road, Bangalore","North Indian, Italian, European, Continental",3.5,2000,1,0
Grand Village," Basavanagudi, Bangalore","North Indian, South Indian, Chinese, Street Food, Desserts",3.5,600,1,0
Chinese Hot," Vasanth Nagar, Bangalore","Chinese, Thai",3.7,400,1,0
Apna Adda," Rajarajeshwari Nagar, Bangalore","North Indian, Street Food, Chinese, Rolls",3.65,400,1,0
Mishra's Eatery Park," KR Puram, Bangalore","North Indian, Chinese, Biryani, Fast Food",3.45,300,1,0
Crunchy Mojo," Sanjay Nagar, Bangalore","Chinese, Fast Food, North Indian, South Indian",3.4,250,1,0
New Udupi Grand Hotel," Majestic, Bangalore","South Indian, North Indian, Chinese",3.5,350,1,0
Mistaan Sweets And Chaat," HSR, Bangalore","Mithai, Street Food, North Indian, Beverages",3.7,300,1,0
Siji's Mess," Ejipura, Bangalore",Kerala,3.5,200,1,0
Hebe's," HSR, Bangalore","Healthy Food, Pizza, Continental, Sandwich, Italian, Beverages",3.7,500,1,0
Hebe's," HSR, Bangalore","Healthy Food, Pizza, Continental, Sandwich, Italian, Beverages",3.7,500,1,0
The Pastry House," Electronic City, Bangalore","Bakery, Desserts",3.6,400,1,0
Hotel Madina Grand," Jayanagar, Bangalore",Chinese,3.5,250,1,0
Lassi Ghat," Jayanagar, Bangalore",Beverages,3.7,100,1,0
#981 The Food Hub," Kalyan Nagar, Bangalore","Chinese, Biryani, Chettinad, South Indian, North Indian, Desserts, Beverages",3.5,750,1,0
New Shanthi Sagar," Rajajinagar, Bangalore","Chinese, Street Food, North Indian, South Indian, Beverages, Ice Cream",3.75,400,1,0
Malgudi Naati Style Hotel," Sahakara Nagar, Bangalore","South Indian, Biryani, Mughlai, Andhra",3.55,400,1,0
Indraprastha Vegetarian," Majestic, Bangalore","South Indian, North Indian, Chinese, Fast Food, Beverages, Ice Cream",3.5,400,1,0
Davanagere Bene Dosa Hotel," Rajajinagar, Bangalore",South Indian,3.5,100,1,0
Krishna Vaibhava," Vijay Nagar, Bangalore","South Indian, North Indian, Mithai, Chinese, Biryani",3.8,450,1,0
Ambari Gardenia," Kengeri, Bangalore","Andhra, Chinese, North Indian, Seafood, Biryani, Beverages",3.85,500,1,0
New Kairali Restaurant," Kammanahalli, Bangalore","Kerala, South Indian, North Indian, Chinese",3.7,400,1,0
The Cake Shop Mayura," JP Nagar, Bangalore","Bakery, Desserts",3.5,350,1,0
Idly Mane," Basavanagudi, Bangalore",South Indian,3.5,150,1,0
Sangam Restaurant," Rajajinagar, Bangalore","North Indian, South Indian, Chinese",3.5,600,1,0
Ambrosia," International Airport, Bangalore","Continental, South Indian, North Indian, Chinese",3.5,2200,1,0
Kabab Souq," Thippasandra, Bangalore","North Indian, Chinese, Mughlai",3.7,400,1,0
Sarangi," Hesaraghatta, Bangalore","North Indian, Chinese, Andhra, Biryani",3.8,350,1,0
Mallige Ootada Mane," Vijay Nagar, Bangalore",South Indian,3.7,200,1,0
Cibo Esca," Vijay Nagar, Bangalore","Fast Food, Chinese, North Indian, Continental",3.5,1000,1,0
Utsav Restaurant," Banashankari, Bangalore","North Indian, Chinese",3.85,500,1,0
New Sagar Fast Food," Rajajinagar, Bangalore","South Indian, North Indian, Chinese",3.5,300,1,0
Grand Kabsa House," Kalyan Nagar, Bangalore","Mughlai, Fast Food",3.5,400,1,0
Udupi Ruchi," Rajajinagar, Bangalore","South Indian, North Indian, Chinese, Street Food, Beverages",3.75,450,1,0
Ayodhya Vihar Pure Veg," Jeevan Bhima Nagar, Bangalore","North Indian, Chinese, South Indian, Beverages, Desserts, Juices, Ice Cream",3.8,450,1,0
Donut Cafe," BTM, Bangalore","Desserts, Fast Food, Beverages",3.45,500,1,0
The Higher Taste Stores," Malleshwaram, Bangalore","Fast Food, Bakery, Street Food, Desserts, Beverages",3.85,300,1,0
Maa Bhagwathi Hotel and Mess," Yelahanka, Bangalore","North Indian, Chinese",3.8,300,1,0
Mars Chicken Delight," Koramangala 1st Block, Bangalore","North Indian, Chinese, Beverages",3.5,300,1,0
Ambur Star Biryani," Electronic City, Bangalore",Biryani,3.65,250,1,0
Cake's Joint," Malleshwaram, Bangalore","Bakery, Fast Food, Desserts",3.7,400,1,0
Bunny Bakers," Vijay Nagar, Bangalore","Bakery, Fast Food",3.5,400,1,0
The Taj Hotel," City Market, Bangalore","North Indian, Mughlai",3.5,450,1,0
Jigani Dum Biryani Centre," Bommasandra, Bangalore","Biryani, North Indian",3.5,350,1,0
People Tree Cafe," Jayanagar, Bangalore","Beverages, Fast Food, Chinese",3.5,500,1,0
Chikpet Donne Biriyani House," Rajajinagar, Bangalore","Andhra, Biryani",3.65,300,1,0
Chikpet Donne Biriyani House," Rajajinagar, Bangalore","Andhra, Biryani",3.65,300,1,0
